id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13951029,Apartment Rio 2016 for groups of up to 4 people,83050746,Solange,,Barra da Tijuca,-2.301.006,-4.342.946,Entire home/apt,749,6,0,,,1,88
52555937,Apartamento com excepcional vista de Copacabana,69014068,Inês,,Copacabana,-2.297.021,-4.318.458,Entire home/apt,1679,2,27,2022-12-18,1.84,3,98
719581971300921889,Barra. Apto Aconchegante. Cond. Parque das Rosas,13998682,César,,Barra da Tijuca,-2.300.408,-4.335.241,Entire home/apt,1121,4,1,2022-11-07,0.57,2,250
47290973,Copacabana/Lagoa - 3 quartos Exclusivo,227429034,Flavia,,Ipanema,-2.297.762,-431.973,Entire home/apt,1214,4,29,2022-11-15,1.46,2,143
23785915,Muito perto da praia e do metro . Posto 3 .,118247951,Eduardo,,Copacabana,-2.296.761,-4.318.167,Entire home/apt,721,3,21,2022-12-27,0.43,4,48
570144141249416533,ESPETACULAR 3 quartos frente praia COPACABANA 6,406555768,Maria Helena,,Copacabana,-2.298.447,-43.189.663,Entire home/apt,1494,3,1,2022-09-17,0.29,7,63
45718622,Studio Praia de Copacabana - Copacabana Beach,45312664,Thiago,,Copacabana,-2.298.171,-4.319.118,Entire home/apt,919,1,7,2022-09-06,0.27,2,157
43495266,Rio Spot Leblon D049,13580277,Marcio,,Leblon,-22.984.125,-43.217.888,Entire home/apt,5376,3,34,2022-10-23,1.21,58,62
686302011954450783,Quarto em apto compartilhado (Perto da Barra),154392443,Casa Gostoso,,Jacarepaguá,-2.296.711,-4.338.484,Private room,433,2,3,2022-09-12,0.78,1,174
53005629,Lindo Flat em Copacabana,422871266,Erivaldo,,Copacabana,-2.296.347,-4.317.544,Private room,259,3,9,2022-12-12,0.71,1,323
44448139,Hostel Maresias do Leme - Quarto Feminino 6 camas,358323282,Rafael,,Leme,-2.295.907,-4.316.977,Shared room,303,1,4,2022-11-21,0.31,12,118
42825590,Excepcional Ap. Barra Tijuca - 4 Suites e Ofurô,223182055,Hélio Figueiredo,,Barra da Tijuca,-2.300.859,-4.331.683,Entire home/apt,1786,4,59,2022-12-12,1.79,1,285
52402583,Loft AP6 | Ipanema - by Injoy (Short & Long stay),40151333,Rita,,Ipanema,-2.298.018,-4.320.404,Entire home/apt,1128,1,3,2022-09-18,0.21,8,121
7970833,Charming flat with balcony in Botasoho!,42060143,Cecilia,,Botafogo,-2.295.292,-4.318.897,Entire home/apt,664,5,25,2022-09-27,0.32,1,339
547059925788196049,Flat aconchegante em Copacabana.,384366335,Vitor,,Copacabana,-2.296.185,-43.175,Entire home/apt,797,3,25,2022-12-23,2.34,1,31
721060472157183128,Encantador Apartamento em Copacabana,26276186,Wanda,,Copacabana,-2.296.243,-4.317.728,Entire home/apt,554,3,8,2022-11-30,2.70,2,79
28640028,Excelente localização em Copacabana!!!...,8749621,Flávia,,Copacabana,-2.297.435,-4.318.925,Entire home/apt,309,5,28,2022-12-22,0.58,1,49
9201553,1king luxury suite master private bath up to9guest,13635061,Adriana,,Copacabana,-2.297.084,-4.318.635,Entire home/apt,2015,1,20,2022-09-11,0.26,11,267
717344605861555721,Apartamento tipo casa encantador,10250005,Karen,,Jardim Botânico,-2.295.967,-4.320.945,Entire home/apt,300,4,0,,,2,104
43248453,Charmosa quitinete entre Copacabana e Ipanema.,344391927,Ana,,Copacabana,-229.826,-4.319.476,Entire home/apt,243,5,45,2022-11-26,1.43,1,145
40621127,Apartamento maravilhoso,14978954,Mariana,,Barra da Tijuca,-2.300.948,-4.334.238,Entire home/apt,5931,2,1,2022-09-11,0.27,1,62
14918818,"IN FRONT OF THE LAGOON, NEAR THE BOTANICAL GARDEN",50146793,Andre,,Lagoa,-2.296.144,-4.321.171,Entire home/apt,631,2,9,2022-12-09,0.12,1,323
24330811,Seu cantinho no Centro do Rio,183570468,Tania Regina,,Centro,-2.291.057,-4.318.791,Entire home/apt,236,2,29,2022-12-23,1.40,1,128
2677829,Apart Arpoador Well located- Best RJ Beaches,7673499,Andrea,,Ipanema,-2.298.632,-4.319.429,Entire home/apt,50000,2,79,2020-03-03,0.93,1,164
31949009,Lindo Quarto e Sala no coração da Lapa,107145308,Helena,,Centro,-2.291.186,-4.318.512,Entire home/apt,150,20,1,2020-02-28,0.03,1,52
53107939,Estúdio com vista pro Cristo a 200m da praia,318672692,Rafael,,Copacabana,-2.297.081,-4.318.465,Entire home/apt,840,3,3,2022-06-20,0.22,17,135
31015384,"Oportunidade, super AP em Maravilhoso RIO",1720046,Débora,,Copacabana,-2.298.454,-4.319.098,Entire home/apt,510,2,14,2022-11-15,0.30,2,74
4399811,Estúdio Ipanema,10122044,Eduardo,,Ipanema,-229.848,-4.319.664,Entire home/apt,514,3,88,2022-11-20,0.98,4,70
4751916,Excelente Apto  em frente a Riocentro - 2 quartos,24521701,Fatima,,Jacarepaguá,-2.297.348,-4.341.371,Entire home/apt,480,2,61,2022-12-09,0.65,6,323
52507646,Figueiredo de Magalhães - Quarto e Sala,18670494,Analia,,Copacabana,-2.296.693,-4.318.733,Entire home/apt,414,3,6,2022-11-16,0.44,2,334
43187655,NOVO! Veja a praia pela sua janela!,15533343,Yuri,,Copacabana,-2.297.603,-4.318.973,Entire home/apt,1434,2,28,2022-12-12,1.12,27,202
776030821994423171,"Ótimo quarto, melhor da barra",74030505,Felipe,,Barra da Tijuca,-230.061.162,-433.300.318,Private room,180,1,0,,,1,362
5547350,Copacabana's panoramic view!,28761652,Fulvia,,Copacabana,-2.297.785,-4.318.884,Entire home/apt,900,4,37,2022-11-24,0.44,2,318
16434657,Apartmento 2 quadras da praia de Copacabana,1998370,Jean,,Copacabana,-2.296.732,-4.318.219,Entire home/apt,821,2,4,2022-11-15,0.07,4,311
17394353,"Copacabana  tudo de bom perto,  Praia e diversão !",114194362,Luciana,,Copacabana,-2.296.977,-4.318.686,Entire home/apt,633,4,2,2022-12-23,2,3,308
30550076,Lindo apartamento en Copacabana,229205999,Claudia,,Copacabana,-2.296.744,-4.318.313,Entire home/apt,450,7,6,2022-10-14,0.12,1,147
11350800,Nice apartment 500m from the beach,30154857,Carlos Frederico,,Barra da Tijuca,-2.301.044,-4.331.051,Entire home/apt,2639,20,0,,,1,365
40513629,Apart maravilhoso entre Ipanema e Copacabana,313658615,Marina,,Copacabana,-2.298.452,-4.319.321,Entire home/apt,829,2,19,2022-12-27,0.51,3,236
630943168030471181,Apartamento grande  e confortável em Copacabana.,43545646,Danilo,,Copacabana,-229.817.438,-431.950.884,Entire home/apt,293,2,10,2022-12-19,2.27,1,279
675238742270169564,Flat encantador com piscina e vista lateral mar,14507357,Roberta,,Copacabana,-229.765.939,-431.910.762,Entire home/apt,665,5,3,2022-11-25,0.83,1,337
40745152,Apartamento Copacabana,81680798,Amenik,,Copacabana,-2.296.362,-431.755,Entire home/apt,250,3,0,,,3,355
41903562,Appartement at Beach Rio de Janeiro,24332317,Jean Claude,,Copacabana,-2.297.337,-4.318.746,Entire home/apt,1423,7,1,2020-02-25,0.03,2,173
757967215834463649,Tabas | Aproveite Réveillon no Arpoador | AR0005,341887136,Tabas,,Copacabana,-2.298.682,-431.908,Entire home/apt,1739,5,0,,,228,24
8831119,IPANEMA APART HOTEL QTO SALA METRO,13392098,Vinicio,,Ipanema,-2.298.501,-4.319.619,Entire home/apt,664,3,62,2022-11-27,0.72,14,317
608912507175393444,"Omar do Rio: Modern and Elegant Apartment, 250m from Ipanema Beach, with 350mbps Internet, Alexa and Smart TV (TXM 77/102)",6000862,Omar Do Rio,,Ipanema,-2.298.327,-4.319.777,Entire home/apt,909,1,10,2022-12-06,1.56,125,266
777728818825848018,Apartamento mobiliado para 2 pessoas,489514484,Renan,,Copacabana,-2.297.035,-4.318.483,Entire home/apt,468,2,0,,,1,73
42365777,Suite em Mar do Atlântico para  Casal,336998802,Sea,,Santa Teresa,-2.292.173,-4.318.556,Shared room,180,2,0,,,1,80
37620466,Copacabana - quadra da praia!,99229788,Gustavo Magno,,Copacabana,-2.296.979,-4.318.357,Entire home/apt,790,3,11,2022-10-13,0.28,2,19
4786294,Cozy Apartment in Copacabana,24512109,Leonardo,,Copacabana,-2.296.581,-4.318.049,Entire home/apt,877,3,154,2022-12-19,1.60,1,115
790428661755828638,Conjugado em Copacabana,14803120,Joana,,Copacabana,-2.296.123.133.611.440,-43.175.281.472.504.100,Entire home/apt,195,5,0,,,2,47
53565521,Apartamento quarto e sala,433783418,Mirian,,Copacabana,-2.298.243,-4.319.499,Entire home/apt,886,5,1,2022-09-12,0.27,1,356
762349732241281047,"Omar do Rio: Modern Studio 300m from Copacabana Beach and 500m from Cardeal Arcoverde Metro, w/ Internet 125mbps (PJ 335/603)",6000862,Omar Do Rio,,Copacabana,-229.632,-4.317.642,Entire home/apt,948,1,1,2022-12-06,1,125,302
48516930,100% Essencial na Melhor Localização de Copacabana,112143982,Luiz Antonio,,Copacabana,-2.298.505,-431.901,Entire home/apt,863,3,68,2022-12-10,3.21,3,137
41584397,APARTAMENTO 1SUITE NO CORAÇÃO DA GÁVEA,26797358,Tamyres,,Gávea,-2.297.639,-432.313,Entire home/apt,495,4,4,2022-09-04,0.12,1,209
2470398,"Cobertura de luxo, Lagoa, acomoda 8",12634394,Paulo,,Ipanema,-2.297.889,-4.319.769,Entire home/apt,3000,15,0,,,1,365
679739068900347174,Quarto de solteiro com espaço co working,331108430,Renato,,Flamengo,-2.293.089,-4.317.559,Private room,105,1,30,2022-12-20,6.92,1,339
53508678,"kitnet na beira da praia, toda equipada.",119523896,Ricardo,,Recreio dos Bandeirantes,-2.303.136,-4.347.741,Entire home/apt,350,1,1,2021-12-16,0.08,1,363
53991186,Unhotel - Apartamento na Avenida Atlântica - Copa,21365765,Unhotel,,Copacabana,-2.298.145,-4.319.141,Entire home/apt,629,2,8,2022-11-14,0.69,23,229
51023947,Tudo proximo Botafogo,78711738,Margot,,Botafogo,-2.294.856,-4.318.574,Entire home/apt,346,2,9,2022-12-09,0.55,2,321
40651110,Apartamento em ótima localização.,38375231,Daniele,,Copacabana,-2.297.578,-4.318.975,Entire home/apt,421,2,38,2022-09-11,01.05,1,60
8460749,Hotel style suite in Copacabana (Green suite),5448466,Dan,,Copacabana,-2.297.682,-4.319.017,Private room,452,1,184,2022-12-08,2.13,7,166
54138080,COPACABANA GRAVIOLA,60298129,Danide,,Copacabana,-229.648,-4.317.732,Entire home/apt,4329,3,1,2022-01-30,0.09,32,62
51648940,l promoção RioCentro é Arena próximo Barra Recreio,229244053,Leda,,Jacarepaguá,-2.297.282,-4.341.446,Entire home/apt,197,3,0,,,28,34
42608391,Apartamento Novo em Copacabana,22005386,Rodrigo,,Copacabana,-2.296.848,-4.318.586,Entire home/apt,600,7,5,2022-11-19,0.18,1,19
10210314,Apartamento Copacabana 225,52461215,Aderbal,,Copacabana,-2.296.289,-4.317.838,Entire home/apt,85,5,6,2019-10-01,0.08,2,0
22410672,Copa 1C,2915201,Jules Rimet,,Copacabana,-2.296.659,-4.319.207,Entire home/apt,300,4,0,,,7,311
47867558,"RECREIO  RJ - APT NOVO, DECORADO PERTO DE TUDO!!!",7939031,Elen,,Recreio dos Bandeirantes,-2.302.522,-4.348.383,Entire home/apt,327,3,26,2022-11-13,1.13,1,251
779672607958715685,Recreio Posto 10,46215822,Adriana,,Recreio dos Bandeirantes,-2.301.809,-43.464,Entire home/apt,600,6,0,,,1,80
38880665,Apartamento 1 quarto vista Cristo Botafogo,167289482,Joselia,,Botafogo,-2.295.689,-4.318.375,Entire home/apt,663,4,10,2022-09-11,0.25,4,84
764513809765541035,Suíte luxo com vista mar,384149460,Mario,,Flamengo,-229.301.996,-431.741.126,Private room,209,2,0,,,3,353
742134633916755892,Cobertura Incrível em Copacabana,72924480,Emerson,,Copacabana,-229.651,-4.317.852,Entire home/apt,1299,2,0,,,1,347
23077592,Rio Rentals 021- C043 Studio com hidromassagem na quadra da praia de Copacabana.,171256195,Rio Rentals 021,,Copacabana,-2.296.342,-4.317.344,Entire home/apt,600,2,91,2022-10-16,1.57,10,43
51981405,APARTAMENTO EM COPACABANA,420977661,Natalia,,Copacabana,-2.297.558,-4.319.232,Entire home/apt,1886,2,2,2022-09-06,0.14,1,343
37092940,Studio em Copacabana - 2 quadras da praia-Posto 6,23342524,Adriana,,Copacabana,-2.298.338,-4.319.158,Entire home/apt,737,3,106,2022-12-09,2.72,3,279
744270349781187094,Lovely place to stay in Rio,330558083,Victor,,Botafogo,-2.295.226,-4.318.449,Entire home/apt,900,1,0,,,1,355
2946520,Vinicio flats IPANEMA 1 BEDROOM,13392098,Vinicio,,Ipanema,-229.832,-4.319.619,Entire home/apt,673,7,17,2022-06-13,0.16,14,3
16029167,Amazing LUXURY apartment at Copa / Ipanema !,91654021,Daniel,,Copacabana,-2.298.637,-4.319.144,Entire home/apt,1996,5,0,,,145,180
53490306,COPACABANA IPÊ,60298129,Danide,,Copacabana,-229.697,-4.318.714,Entire home/apt,600,4,8,2022-11-15,0.79,32,147
782612039737638599,Loft Charmoso em BotafogoZonaSul,11835173,Bernardo,,Botafogo,-2.295.587.343.335.170,-43.180.365.711.639.300,Entire home/apt,829,2,0,,,6,364
12049199,ALUGO PARA O PERIODO DA OLIMPIADA,64523204,Marcos,,Recreio dos Bandeirantes,-2.302.083,-4.347.611,Entire home/apt,800,30,0,,,1,365
728450747276714545,Apt frente ao mar com piscina - Posto 9 Recreio,481843488,Denise,,Recreio dos Bandeirantes,-23.022.932.445.300.600,-4.345.016.531.646.250,Entire home/apt,1069,2,9,2022-12-07,3.51,1,182
672953770170166135,Apartamento Top em Copacabana- Rio de Janeiro.,437640402,Juliana,,Copacabana,-2.297.403,-4.318.774,Entire home/apt,663,3,5,2022-11-15,1.17,1,83
683974810995733113,O AP! da Barra,271302752,Manu,,Barra da Tijuca,-2.300.703,-4.343.032,Entire home/apt,508,2,7,2022-11-14,1.78,1,357
30526094,Apart COPACABANA+Transfer aeroporto internacional,16311145,Giovanni,,Copacabana,-2.296.711,-4.318.406,Entire home/apt,390,4,7,2022-10-09,0.15,2,311
45652121,"A uma Quadra da Praia, um charme!",369829029,Raphael,,Copacabana,-2.297.007,-4.318.443,Entire home/apt,309,3,29,2022-11-15,2.18,1,296
683924353994684741,Lindo Apartamento no Coração de Copacabana.,64517824,José Franklin,,Copacabana,-2.297.619,-4.319.096,Entire home/apt,1007,3,11,2022-12-26,4.12,4,121
28285386,Flat a Room With a View,147414132,Henrique,,Barra da Tijuca,-2.301.001,-4.335.892,Entire home/apt,703,3,59,2022-12-10,02.01,1,286
52253387,"Ipanema três quartos, salas com garagem",36898109,Lamounier,,Ipanema,-2.298.292,-4.319.866,Entire home/apt,1000,3,13,2022-07-23,0.88,2,201
706407598086040558,Flat localizado no melhor ponto da Praia da Barra,381660531,Flávio,,Barra da Tijuca,-2.301.026,-4.332.255,Entire home/apt,879,3,6,2022-12-11,1.67,1,119
907021,Nossa Senhora 705,4856826,Douglas,,Copacabana,-2.296.851,-4.318.329,Entire home/apt,688,4,0,,,2,348
3970872,Studio Love Rio - Centro/Lapa,8353664,LoveRio,,Centro,-2.291.069,-4.318.785,Entire home/apt,323,3,2,2022-10-24,0.80,1,344
775386676834635780,Bem-vindo ao Tristar Copa Soul!,66630990,Jorge,,Copacabana,-229.759.086,-431.888.783,Entire home/apt,857,2,0,,,1,161
46151940,Belíssimo e confortável  2 quartos no Flamengo,2610918,Sally,,Flamengo,-22.933,-4.317.481,Entire home/apt,1829,2,9,2022-12-22,0.66,2,165
673959628039881711,Excelente apartamento na melhor rua do Leblon,81971267,Carla,,Leblon,-2.298.373,-4.322.717,Entire home/apt,1629,1,1,2022-11-15,0.67,1,345
759312658641322631,"Apartamento encantador em Copacabana, Rj",487536234,Tarcisio Lima,,Copacabana,-229.669.751,-43.182.151,Entire home/apt,1800,1,0,,,1,361
47119759,Kitnet Aconchegante todo reformado coração da Lapa,377674613,Carlos,,Centro,-2.291.227,-431.847,Entire home/apt,428,3,36,2022-11-15,1.48,1,116
41005797,Apartamento 3 quarto area nobre Na barra da tinuca,13973046,Sileidy,,Barra da Tijuca,-2.300.539,-4.334.974,Entire home/apt,1500,4,0,,,2,364
37768102,Praia da Barra (posto 3) do  lado H. Windsor.,182218867,Luiz Carlos,,Barra da Tijuca,-230.119,-4.332.038,Entire home/apt,550,3,56,2022-12-11,1.40,1,8
1521300,Just 1 block from Copacabana Beach,7086667,Tom,,Copacabana,-2.296.298,-4.317.439,Entire home/apt,334,8,41,2022-11-27,0.37,2,123
1940174,COPACABANA luxurious apartment 2BR,10035603,Rafael,,Copacabana,-229.779,-4.318.964,Entire home/apt,1200,3,191,2022-11-21,1.75,1,275
538482620136004459,Conforto a apenas 1 quadra da praia de Copacabana,53354053,Isaac,,Copacabana,-2.297.603,-4.318.797,Entire home/apt,395,5,12,2022-12-14,1.16,2,328
12472027,A 5 min da praia mais famosa do Brasil!,67503065,Patrícia,,Copacabana,-2.296.729,-4.318.298,Entire home/apt,640,2,1,2022-07-24,0.19,1,24
22184916,Copa-Ipa-StudioFAB,8870984,Fabrizio,,Copacabana,-229.841,-4.319.259,Entire home/apt,511,2,137,2022-09-12,2.26,2,266
47938121,MARVAN166/42,183807933,Marcelo,,Copacabana,-2.296.387,-4.317.625,Entire home/apt,886,2,27,2022-12-11,1.82,2,117
40532599,Apto Quarto/Sala 1 quadra da praia de COPACABANA -,312630943,Roberta,,Copacabana,-2.298.382,-4.319.032,Entire home/apt,556,2,41,2022-11-17,1.15,2,143
790718001671829196,Apartamento a 100 m da praia,492902483,Marcia,,Copacabana,-229.807.242,-431.913.727,Entire home/apt,1078,5,0,,,1,87
53181026,Copacabana Praia e metrô Completo,43898034,Giovani,,Copacabana,-2.297.823,-4.319.088,Entire home/apt,2943,4,1,2022-01-22,0.09,25,365
1953967,NOT AVAIABLE! PANDEMIA!,706805,Antonio,,Ipanema,-2.298.464,-4.319.473,Entire home/apt,800,3,8,2020-02-26,0.10,1,173
14388475,Apartamento frente à Praia de Copacabana,72325018,Jayme,,Copacabana,-229.663.034,-43.177.135,Entire home/apt,983,2,10,2022-12-28,0.13,1,283
750747810428440625,"Omar do Rio: Elegant Studio 50m from Ipanema Beach and 450m from Leblon Beach, with 250mbps Internet and TV with Roku (AM 16/221)",6000862,Omar Do Rio,,Ipanema,-2.298.528,-432.101,Entire home/apt,826,1,6,2022-12-18,3.40,125,290
248756,Copacabana 1 block away from beach,804664,Bernardo,,Copacabana,-2.298.029,-4.319.054,Entire home/apt,897,3,140,2022-12-12,01.03,1,31
653692206112106112,Apartamento charmoso e completo - 1 min da praia,55579510,Anna Carolina,,Copacabana,-229.683.537,-431.823.213,Entire home/apt,540,2,5,2022-12-18,1.14,2,283
18195845,Copacabana 1 block away from beach Sugar loaf view,55097837,Suzana,,Copacabana,-2.297.796,-4.319.262,Entire home/apt,1329,5,2,2022-12-09,0.12,1,358
1898408,Triplex Penthouse w/ Pool & Sauna!!,9861297,Katia,,Jardim Botânico,-2.296.505,-4.322.022,Entire home/apt,10000,6,1,2014-01-21,0.01,1,0
685276818946615386,"Smart Copa - View of the Sea, Copacabana and exclusivity!",30165706,Yes Temporada,,Copacabana,-229.649.988,-431.754.618,Entire home/apt,774,1,2,2022-11-25,0.75,48,267
1950096,Cozy and quiet flat in Copacabana,10017993,Paula,,Copacabana,-2.296.413,-4.319.276,Entire home/apt,51581,3,107,2022-04-04,1.00,1,0
2419564,2 suítes total infraestrutura!!!,12366161,Rosane,,Leblon,-2.297.942,-4.322.147,Entire home/apt,565,4,0,,,1,0
778291318367493574,Penthouse con deck hasta 8 personas en Copacabana,479312966,Emilio,,Copacabana,-2.298.138,-4.319.357,Private room,2900,3,0,,,3,140
11256105,Apto excelente localização (Arpoador/Ipanema/Copa),58738550,Natasha,,Copacabana,-229.859,-4.319.073,Entire home/apt,278,3,53,2022-12-02,0.68,1,21
47169053,Apartamento Aconchegante em Copacabana,140006117,Luciano,,Copacabana,-2.296.253,-4.317.582,Entire home/apt,323,2,78,2022-12-25,3.22,1,220
50415653,Amplo Apê próximo à praia,229472947,Valeska,,Copacabana,-2.296.576,-43.184,Entire home/apt,2203,2,4,2022-01-09,0.30,7,0
30232872,Renting an apartment with 4 bedrooms in Copacabana,227047593,Don,,Copacabana,-2.298.222,-4.319.302,Entire home/apt,819,4,3,2022-12-26,0.06,1,323
770983253700059317,cozy Ipanema apartment close to the beach,75354805,Olivier,,Ipanema,-229.836.394,-432.014.045,Entire home/apt,481,4,1,2022-12-27,1,1,131
704820373982317900,"Copacabana melhor localização, praia e metrô",114894501,Dri,,Copacabana,-2.298.195,-4.319.232,Entire home/apt,1409,1,1,2022-09-10,0.27,3,317
907136,Santana Temporada - Bolivar 501,4856826,Douglas,,Copacabana,-2.297.453,-4.319.238,Entire home/apt,280,4,0,,,2,28
772503358780708337,Apto área mais nobre de Ipanema,29876088,Bruno,,Ipanema,-2.298.515.256.758.590,-43.208.967.426.983.600,Entire home/apt,1614,2,2,2022-12-26,2,1,320
2982065,COPACABANA - 9,2915201,Jules Rimet,,Copacabana,-2.297.422,-4.318.919,Entire home/apt,400,4,2,2015-09-29,0.02,7,300
761730755004237947,Apto TOP Copabana 2 Qtos 85 m² 1 Vaga,454587652,Maria,,Copacabana,-2.296.696,-4.318.533,Entire home/apt,1900,3,0,,,7,364
52090184,Apartamento quarto/sala perto do metrô e Lapa,407332955,Marcelo,,Santa Teresa,-2.292.061,-4.318.243,Entire home/apt,160,2,5,2022-01-16,0.36,1,0
52750732,Ipanema 400 metros da praia. Amplo e aconchegante,15758557,Francisco,,Ipanema,-2.298.465,-4.319.471,Entire home/apt,1703,3,4,2022-09-13,0.30,8,126
28964596,Funcional Copa Roxy Posto 5,5737780,Fabi,,Copacabana,-2.297.439,-4.319.081,Entire home/apt,484,5,58,2022-11-09,1.14,12,51
51996078,Copacabana praia metro803,233593841,Alice,,Copacabana,-229.675,-4.318.497,Entire home/apt,2500,5,0,,,5,0
52458870,Fantástico Flat para receber vc e sua família.,315740743,Maicon,,Barra da Tijuca,-2.300.543,-4.334.053,Private room,806,6,2,2022-09-11,0.54,20,6
680243006926112097,Cozy flat 2 COPACABANA best area 3min beach⛱+metro,2735276,Pierre,,Copacabana,-22.975.816.289.148.900,-4.319.059.141.111.440,Entire home/apt,1390,4,4,2022-10-11,01.08,2,87
5069252,Apto IPANEMA -excelente localização,16637238,Ricardo,,Ipanema,-2.298.515,-4.321.001,Entire home/apt,579,2,110,2022-10-13,1.14,1,315
52637113,Flat com vista linda a 2 quadras da praia,22713969,Maria,,Leblon,-2.298.456,-4.321.803,Entire home/apt,639,3,0,,,37,0
52901756,Loft na encosta do Pão-de-Açúcar,9449475,Maria,,Urca,-2.294.777,-4.316.317,Entire home/apt,176,365,0,,,15,88
5202546,Ipanema -   apto. aconchegante,26912330,Vera Lucia Gago,,Ipanema,-2.298.371,-431.964,Entire home/apt,629,5,17,2022-02-13,0.21,3,240
747862,***COPA TOP 3 bedroom apt by Copacabana Beach ***,3841007,Luana,,Copacabana,-229.778,-4.318.908,Entire home/apt,887,4,28,2022-12-11,0.24,1,38
788398258065991393,Espaçoso no coração de Ipanema,113997985,HomeRio,,Ipanema,-22.982.986.674.108.600,-43.198.212.360.932.100,Entire home/apt,2500,5,0,,,25,178
21943179,Studio para temporada com vista lateral para o mar!,74463624,Mozart,,Copacabana,-2.296.405,-4.317.505,Entire home/apt,1329,3,38,2022-12-20,0.79,75,36
37117957,Rio Spot Homes C048,13580277,Marcio,,Copacabana,-22.966.352,-43.179.352,Entire home/apt,548,3,11,2022-10-12,0.39,58,156
1993556,Apartamento Copacabana (Posto 6),6403989,Roberto,,Copacabana,-2.298.375,-4.319.146,Entire home/apt,1900,2,2,2022-12-13,0.78,1,216
31564228,Apartamento de 3 quartos na Praça Gen. Osório,236539011,Maria Alice,,Ipanema,-2.298.497,-4.319.881,Entire home/apt,1680,2,8,2022-09-12,0.19,1,124
4382755,Carnaval in Copacabana and Ipanema,22754929,Marcia,,Copacabana,-2.298.242,-4.319.374,Entire home/apt,377,3,134,2022-12-10,1.52,1,288
53457708,Aconchegante vista mar,248720579,Jucelia,,Copacabana,-2.297.903,-4.318.907,Entire home/apt,340,5,0,,,5,0
47903578,Ipanema 2 quartos,13680324,Lucila,,Ipanema,-22.987,-4.319.528,Entire home/apt,745,4,12,2022-12-09,0.62,1,48
651366386884088672,COPA FLOWER,47584281,Renato,,Copacabana,-229.647.066,-431.755.453,Entire home/apt,640,1,0,,,118,362
21489728,Studio Copacabana,16544485,Rodrigo,,Copacabana,-2.297.441,-4.318.808,Entire home/apt,508,1,36,2022-09-17,0.57,1,85
776846885645357447,Ipanema Near Beach/ 1Br,21931975,Cristina,,Ipanema,-2.298.413,-431.962,Entire home/apt,1073,5,0,,,14,315
13056599,Copacabana 3 quartos mobiliado.,72295501,Cristina,,Copacabana,-2.297.314,-4.318.955,Entire home/apt,357,2,11,2022-11-16,0.45,1,130
31708050,Family room at Ipanema Beach,56572109,Doris,,Ipanema,-2.298.478.099.622.010,-4.319.904.899.597.160,Private room,699,1,2,2022-09-12,0.54,3,88
9989703,Fantastic apartment with Parking in Copacabana,50890793,Magda,,Copacabana,-2.296.412,-4.317.729,Entire home/apt,1019,3,16,2022-09-25,0.19,1,157
50327809,"Silêncio, aconchego e Design único ao lado do mar!",22586319,Arthur,,Copacabana,-2.297.825,-431.909,Entire home/apt,879,4,46,2022-11-18,2.50,1,54
54058214,Cozy Apartment Familiar & Groups- Ipanema Beach P9,390140856,Heron,,Ipanema,-2.298.214,-4.319.842,Entire home/apt,474,2,32,2022-09-12,2.64,7,0
614509452381526205,Tabas | Lindo apto de 2suites em Ipanema | IP0030,341887136,Tabas,,Ipanema,-2.298.427,-4.320.879,Entire home/apt,3090,5,1,2022-09-16,0.28,228,332
691333902801694442,THE SEA VIEW YOU DREAMED MOST AND THE GLAMOR OF IPANEMA IN THIS 4 BEDROOM!! y1-008,473492239,Mauricio,,Ipanema,-2.298.571,-4.319.997,Entire home/apt,5916,3,2,2022-11-13,0.52,29,293
597598918109681099,L apartamento RioCentro próximo da Barra seguro,229244053,Leda,,Recreio dos Bandeirantes,-230.202,-4.349.219,Entire home/apt,430,5,0,,,28,6
598585410394768762,Lindo apartamento no coração do Rio,76664735,João E Gabriela,,Copacabana,-22.985.601,-43.191.376,Entire home/apt,400,7,0,,,1,0
740482241198601774,Apartamento aconchegante em Copacabana.,484115998,Maria Jose,,Copacabana,-229.684.465,-431.830.968,Entire home/apt,671,1,3,2022-11-27,1.67,1,148
696342862152115171,Ipanema com pátio 400m da praia . Good vibes!,15758557,Francisco,,Ipanema,-2.298.272,-4.319.813,Entire home/apt,744,3,2,2022-12-20,0.75,8,67
45815990,Beautiful 2 Bed Apartment Copacabana Beach,9220574,Nicholas,,Copacabana,-2.296.454,-4.317.596,Entire home/apt,3343,2,2,2021-02-21,0.08,1,212
608595378763644018,Apartamento excelente em Condominio encantador,240358719,Thales,,Taquara,-2.292.008,-4.337.919,Entire home/apt,278,4,1,2022-05-16,0.13,1,0
615266021994444471,Apto 2 quartos mobiliado com 60m2!,33611597,Flavio,,Pedra de Guaratiba,-2.300.359,-4.362.908,Entire home/apt,171,7,0,,,2,152
3931867,Cozy flat in Copacabana,20370177,Sylvie,,Copacabana,-2.296.354,-4.317.404,Entire home/apt,628,5,39,2022-12-15,0.40,13,305
9198768,"Condo Joa 505, partial ocean view",4307081,Nereu A,,Copacabana,-2.298.575,-4.319.063,Entire home/apt,2632,1,2,2022-09-11,0.17,54,365
